line;met;real;feet;feet_number;meter_quality;line_n;title;author;meter_nuber
Fall, as the crest of some slow-arching wave,;-+-+-+-+-+;+--+-+++-+|+--+--++-+;Fall, as |the crest |of some |slow-arch|ing wave,;pentameter;iambic;8;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Heard in dead night along that table-shore,;-+-+-+-+-+;+-++-+-+-+;Heard in |dead night |along |that ta|ble-shore,;pentameter;iambic;9;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Drops flat, and after the great waters break;-+-+-+-+-+;++-+--++-+;Drops flat, |and af|ter the |great wa|ters break;pentameter;iambic;10;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Whitening for half a league, and thin themselves,;-+-+-+-+-+;+---+-+-+-+;Whiten|ing for half |a league, |and thin |themselves,;pentameter;iambic;11;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Far over sands marbled with moon and cloud,;-+-+-+-+-+;+--++--+-+;Far o|ver sands |marbled |with moon |and cloud,;pentameter;iambic;12;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
"From less and less to nothing; thus he fell";-+-+-+-+-+;-+-+-+-+-+;"From less |and less |to noth|ing; thus |he fell";pentameter;iambic;13;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
"Head-heavy; then the knights, who watched him, roared";-+-+-+-+-+;++-+-+-+-+;"Head-heav|y; then |the knights, |who watched |him, roared";pentameter;iambic;14;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
"And shouted and leapt down upon the fallen;";-+-+-+-+-+;-+--++-+-+-;"And shout|ed and |leapt down |upon |the fallen;";pentameter;iambic;15;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
There trampled out his face from being known,;-+-+-+-+-+;++-+-+---+|-+-+-+-+-+;There tram|pled out |his face |from be|ing known,;pentameter;iambic;16;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
And sank his head in mire, and slimed themselves:;-+-+-+-+-+;-+-+-+-+-+;And sank |his head |in mire, |and slimed |themselves:;pentameter;iambic;17;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Nor heard the King for their own cries, but sprang;-+-+-+-+-+;-+-+--++-+;Nor heard |the King |for their |own cries, |but sprang;pentameter;iambic;18;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Through open doors, and swording right and left;-+-+-+-+-+;-+-+-+-+-+;Through o|pen doors, |and sword|ing right |and left;pentameter;iambic;19;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Men, women, on their sodden faces, hurled;-+-+-+-+-+;++---+-+-+;Men, wo|men, on |their sod|den fac|es, hurled;pentameter;iambic;20;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
The tables over and the wines, and slew;-+-+-+-+-+;-+-+-+-+-+;The ta|bles o|ver and |the wines, |and slew;pentameter;iambic;21;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Till all the rafters rang with woman-yells,;-+-+-+-+-+;-+-+-+-+-+;Till all |the raf|ters rang |with wo|man-yells,;pentameter;iambic;22;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
And all the pavement streamed with massacre.;-+-+-+-+-+;-+-+-+-+-+;And all |the pave|ment streamed |with mas|sacre.;pentameter;iambic;23;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
A roundel is wrought as a ring or a starbright sphere,;--+--+--+--+--+;-+--+--+--+++;A roun|del is wrought |as a ring |or a star|bright sphere,;pentameter;anapestic;1;The Roundel(1883);Algernon Charles Swinburne;
With craft of delight and with cunning of sound unsought,;--+--+--+--+--+;-+--+--+--+-+;With craft |of delight |and with cun|ning of sound |unsought,;pentameter;anapestic;2;The Roundel(1883);Algernon Charles Swinburne;
That the heart of the hearer may smile if to pleasure his ear;--+--+--+--+--+;--+--+--+--+--+;That the heart |of the hear|er may smile |if to pleas|ure his ear;pentameter;anapestic;3;The Roundel(1883);Algernon Charles Swinburne;
A roundel is wrought.;--+--+;-+--+;A roun|del is wrought.;;anapestic;4;The Roundel(1883);Algernon Charles Swinburne;dimeter
Its jewel of music is carven of all or of aught--;--+--+--+--+--+;-+--+--+--+--+;Its jew|el of mu|sic is carv|en of all |or of aught--;pentameter;anapestic;5;The Roundel(1883);Algernon Charles Swinburne;
Love, laughter, or mourning--remembrance of rapture or fear--;--+--+--+--+--+;++--+--+--+--+;Love, laugh|ter, or mourn|ing--remem|brance of rap|ture or fear--;pentameter;anapestic;6;The Roundel(1883);Algernon Charles Swinburne;
That fancy may fashion to hang in the ear of thought.;--+--+--+--+--+;-+--+--+--+-+;That fan|cy may fash|ion to hang |in the ear |of thought.;pentameter;anapestic;7;The Roundel(1883);Algernon Charles Swinburne;
As a bird's quick song runs round, and the hearts in us hear;--+--+--+--+--+;--+++++--+--+;As a bird's |quick song |runs round, |and the hearts |in us hear;pentameter;anapestic;8;The Roundel(1883);Algernon Charles Swinburne;
Pause answer to pause, and again the same strain caught,;--+--+--+--+--+;++--+--+-+++;Pause an|swer to pause, |and again |the same |strain caught,;pentameter;anapestic;9;The Roundel(1883);Algernon Charles Swinburne;
So moves the device whence, round as a pearl or tear,;--+--+--+--+--+;-+--+-+--+-+;So moves |the device |whence, round |as a pearl |or tear,;pentameter;anapestic;10;The Roundel(1883);Algernon Charles Swinburne;
A roundel is wrought.;--+--+;-+--+;A roun|del is wrought.;;anapestic;11;The Roundel(1883);Algernon Charles Swinburne;dimeter
O Rose, thou art sick!;--+--+;-+--+|++--+;O Rose, |thou art sick!;;anapestic;1;The Sick Rose(1794);William Blake;dimeter
The invisible worm;--+--+;--+--+;The invis|ible worm;;anapestic;2;The Sick Rose(1794);William Blake;dimeter
That flies in the night;--+--+;-+--+;That flies |in the night;;anapestic;3;The Sick Rose(1794);William Blake;dimeter
In the howling storm;--+--+;--+-+;In the howl|ing storm;;anapestic;4;The Sick Rose(1794);William Blake;dimeter
Has found out thy bed;--+--+;-+--+;Has found |out thy bed;;anapestic;5;The Sick Rose(1794);William Blake;dimeter
Of crimson joy,;--+--+;-+-+;Of crim|son joy,;;anapestic;6;The Sick Rose(1794);William Blake;dimeter
And his dark secret love;--+--+;--++-+;And his dark |secret love;;anapestic;7;The Sick Rose(1794);William Blake;dimeter
Does thy life destroy.;--+--+;--+-+;Does thy life |destroy.;;anapestic;8;The Sick Rose(1794);William Blake;dimeter
Nuns fret not at their convent's narrow room,;-+-+-+-+-+;+++--+-+-+;Nuns fret |not at |their con|vent's nar|row room,;pentameter;iambic;1;The Sonnet(1807);William Wordsworth;
And hermits are contented with their cells,;-+-+-+-+-+;-+-+-+-+-+;And her|mits are |content|ed with |their cells,;pentameter;iambic;2;The Sonnet(1807);William Wordsworth;
"And students with their pensive citadels;";-+-+-+-+-+;-+-+-+-+-+;"And stu|dents with |their pen|sive cit|adels;";pentameter;iambic;3;The Sonnet(1807);William Wordsworth;
Maids at the wheel, the weaver at his loom,;-+-+-+-+-+;+--+-+-+-+;Maids at |the wheel, |the weav|er at |his loom,;pentameter;iambic;4;The Sonnet(1807);William Wordsworth;
"Sit blithe and happy; bees that soar for bloom,";-+-+-+-+-+;++-+-+-+-+;"Sit blithe |and hap|py; bees |that soar |for bloom,";pentameter;iambic;5;The Sonnet(1807);William Wordsworth;
High as the highest peak of Furness fells,;-+-+-+-+-+;+--+-+-+-+;High as |the high|est peak |of Fur|ness fells,;pentameter;iambic;6;The Sonnet(1807);William Wordsworth;
Will murmur by the hour in foxglove bells:;-+-+-+-+-+;-+-+-+-+-+;Will mur|mur by |the hour |in fox|glove bells:;pentameter;iambic;7;The Sonnet(1807);William Wordsworth;
In truth the prison, unto which we doom;-+-+-+-+-+;-+-+-+-+-+;In truth |the pris|on, un|to which |we doom;pentameter;iambic;8;The Sonnet(1807);William Wordsworth;
Ourselves, no prison is: and hence for me,;-+-+-+-+-+;-+-+-+-+-+;Ourselves, |no pris|on is: |and hence |for me,;pentameter;iambic;9;The Sonnet(1807);William Wordsworth;
In sundry moods, 'twas pastime to be bound;-+-+-+-+-+;-+-+-+-+-+;In sun|dry moods, |'twas pas|time to |be bound;pentameter;iambic;10;The Sonnet(1807);William Wordsworth;
"Within the Sonnet's scanty plot of ground;";-+-+-+-+-+;-+-+-+-+-+;"Within |the Son|net's scan|ty plot |of ground;";pentameter;iambic;11;The Sonnet(1807);William Wordsworth;
Pleased if some souls (for such there needs must be);-+-+-+-+-+;+-++-+-+-+;Pleased if |some souls |(for such |there needs |must be);pentameter;iambic;12;The Sonnet(1807);William Wordsworth;
Who have felt the weight of too much liberty,;-+-+-+-+-+;--+-+-+++-+;Who have felt |the weight |of too |much li|berty,;pentameter;iambic;13;The Sonnet(1807);William Wordsworth;
Should find brief solace there, as I have found.;-+-+-+-+-+;-+++-+-+-+;Should find |brief sol|ace there, |as I |have found.;pentameter;iambic;14;The Sonnet(1807);William Wordsworth;
The old dog barks backwards with out get ting up.                 ;--+--+--+--+;-++++--+--+;The old |dog barks back|wards with out |get ting up.                 ;tetrameter;anapestic;1;The Span of Life(1937);Robert Frost;
I                  can re member             when he was a pup.                 ;-+-+-+-+-+;+--+--+--+;I                  |can re mem|ber             when he |was a pup.                 ;tetrameter;anapestic;2;The Span of Life(1937);Robert Frost;
How at once should I know;-+-+-+;+-+--+;How at |once should |I know;trimeter;iambic;1;The Swifts(1916);Edward Thomas;
When stretched in the harvest blue;-+-+-+;-+--+-+;When stretched |in the har|vest blue;trimeter;iambic;2;The Swifts(1916);Edward Thomas;
I saw the swift's black bow,;-+-+-+;-+-+++;I saw |the swift's |black bow,;trimeter;iambic;3;The Swifts(1916);Edward Thomas;
That I would not have that view;-+-+-+;--+-+-+;That I would |not have |that view;trimeter;iambic;4;The Swifts(1916);Edward Thomas;
Another day;-+-+;-+-+;Anoth|er day;;iambic;5;The Swifts(1916);Edward Thomas;dimeter
Until next May;-+-+;-+++;Until |next May;;iambic;6;The Swifts(1916);Edward Thomas;dimeter
Again it is due?;-+-+;-+--+;Again |it is due?;;iambic;7;The Swifts(1916);Edward Thomas;dimeter
The same year after year--;-+-+-+;-++--+;The same |year af|ter year--;trimeter;iambic;8;The Swifts(1916);Edward Thomas;
But with the swift alone.;-+-+-+;-+-+-+;But with |the swift |alone.;trimeter;iambic;9;The Swifts(1916);Edward Thomas;
With other things I but fear;-+-+-+;-+-+--+;With o|ther things |I but fear;trimeter;iambic;10;The Swifts(1916);Edward Thomas;
That they will be over and done;-+-+-+;-+--+--+;That they |will be o|ver and done;trimeter;iambic;11;The Swifts(1916);Edward Thomas;
Suddenly;-+-+;+-+;Sud|denly;;iambic;12;The Swifts(1916);Edward Thomas;dimeter
And I only see;-+-+;--+-+;And I on|ly see;;iambic;13;The Swifts(1916);Edward Thomas;dimeter
Them to know them gone.;-+-+;--+-+;Them to know |them gone.;;iambic;14;The Swifts(1916);Edward Thomas;dimeter
Tyger! tyger! burning bright;-+-+-+-+;+-+-+-+;Ty|ger! ty|ger! burn|ing bright;tetrameter;iambic;1;The Tyger(1794);William Blake;
In the forests of the night,;-+-+-+-+;+-+-+-+;In |the for|ests of |the night,;tetrameter;iambic;2;The Tyger(1794);William Blake;
What immortal hand or eye;-+-+-+-+;+-+-+-+;What |immor|tal hand |or eye;tetrameter;iambic;3;The Tyger(1794);William Blake;
Could frame thy fearful symmetry?;-+-+-+-+;-+-+-+-+;Could frame |thy fear|ful sym|metry?;tetrameter;iambic;4;The Tyger(1794);William Blake;
In what distant deeps or skies;-+-+-+-+;+-+-+-+;In |what dis|tant deeps |or skies;tetrameter;iambic;5;The Tyger(1794);William Blake;
Burnt the fire of thine eyes?;-+-+-+-+;+-+-+-+;Burnt |the fi|re of |thine eyes?;tetrameter;iambic;6;The Tyger(1794);William Blake;
On what wings dare he aspire?;-+-+-+-+;+-++--+-|++++--+-;On |what wings |dare he |aspire?;tetrameter;iambic;7;The Tyger(1794);William Blake;
What the hand dare seize the fire?;-+-+-+-+;+-+++-+-;What |the hand |dare seize |the fire?;tetrameter;iambic;8;The Tyger(1794);William Blake;
And what shoulder, & what art,;-+-+-+-+;+++--++|+-+-+-+;And |what should|er, & |what art,;tetrameter;iambic;9;The Tyger(1794);William Blake;
Could twist the sinews of thy heart?;-+-+-+-+;-+-+-+-+;Could twist |the sin|ews of |thy heart?;tetrameter;iambic;10;The Tyger(1794);William Blake;
And when thy heart began to beat,;-+-+-+-+;-+-+-+-+;And when |thy heart |began |to beat,;tetrameter;iambic;11;The Tyger(1794);William Blake;
What dread hand? & what dread feet?;-+-+-+-+;+++-+++;What |dread hand? |& what |dread feet?;tetrameter;iambic;12;The Tyger(1794);William Blake;
What the hammer? what the chain?;-+-+-+-+;+-+-+-+;What |the ham|mer? what |the chain?;tetrameter;iambic;13;The Tyger(1794);William Blake;
In what furnace was thy brain?;-+-+-+-+;+-+-+-+|+++---+;In |what fur|nace was |thy brain?;tetrameter;iambic;14;The Tyger(1794);William Blake;
What the anvil? what dread grasp;-+-+-+-+;+-+-+++;What |the an|vil? what |dread grasp;tetrameter;iambic;15;The Tyger(1794);William Blake;
Dare its deadly terrors clasp?;-+-+-+-+;+-+-+-+;Dare |its dead|ly ter|rors clasp?;tetrameter;iambic;16;The Tyger(1794);William Blake;
When the stars threw down their spears,;-+-+-+-+;+-+++-+;When |the stars |threw down |their spears,;tetrameter;iambic;17;The Tyger(1794);William Blake;
And watered heaven with their tears,;-+-+-+-+;-+-+-+-+;And wa|tered heav|en with |their tears,;tetrameter;iambic;18;The Tyger(1794);William Blake;
Did he smile his work to see?;-+-+-+-+;+-+-+-+;Did |he smile |his work |to see?;tetrameter;iambic;19;The Tyger(1794);William Blake;
Did he who made the Lamb make thee?;-+-+-+-+;-+-+-+++|-+-+-+-+;Did he |who made |the Lamb |make thee?;tetrameter;iambic;20;The Tyger(1794);William Blake;
Tyger! tyger! burning bright;-+-+-+-+;+-+-+-+;Ty|ger! ty|ger! burn|ing bright;tetrameter;iambic;21;The Tyger(1794);William Blake;
In the forests of the night,;-+-+-+-+;+-+-+-+;In |the for|ests of |the night,;tetrameter;iambic;22;The Tyger(1794);William Blake;
What immortal hand or eye;-+-+-+-+;+-+-+-+;What |immor|tal hand |or eye;tetrameter;iambic;23;The Tyger(1794);William Blake;
Dare frame thy fearful symmetry?;-+-+-+-+;++-+-+-+;Dare frame |thy fear|ful sym|metry?;tetrameter;iambic;24;The Tyger(1794);William Blake;
Woman much missed, how you call to me, call to me,;+--+--+--+--;+--+--+--+--;Woman much |missed, how you |call to me, |call to me,;tetrameter;dactylic;1;The Voice(1914);Thomas Hardy;
Saying that now you are not as you were;+--+--+--+--;+--+--+--+;Saying that |now you are |not as you |were;tetrameter;dactylic;2;The Voice(1914);Thomas Hardy;
When you had changed from the one who was all to me,;+--+--+--+--;+--+--+--+--;When you had |changed from the |one who was |all to me,;tetrameter;dactylic;3;The Voice(1914);Thomas Hardy;
But as at first, when our day was fair.;+--+--+--+--;+--+--+-+;But as at |first, when our |day was |fair.;tetrameter;dactylic;4;The Voice(1914);Thomas Hardy;
Can it be you that I hear? Let me view you, then,;+--+--+--+--;+--+--+--+--;Can it be |you that I |hear? Let me |view you, then,;tetrameter;dactylic;5;The Voice(1914);Thomas Hardy;
Standing as when I drew near to the town;+--+--+--+--;+--+--+--+;Standing as |when I drew |near to the |town;tetrameter;dactylic;6;The Voice(1914);Thomas Hardy;
Where you would wait for me: yes, as I knew you then,;+--+--+--+--;+--+--+--+--;Where you would |wait for me: |yes, as I |knew you then,;tetrameter;dactylic;7;The Voice(1914);Thomas Hardy;
Even to the original air-blue gown!;+--+--+--+--;+----+--+++;Even to the or|iginal |air-blue |gown!;tetrameter;dactylic;8;The Voice(1914);Thomas Hardy;
Or is it only the breeze, in its listlessness;+--+--+--+--;+--+--+--+--;Or is it |only the |breeze, in its |listlessness;tetrameter;dactylic;9;The Voice(1914);Thomas Hardy;
Travelling across the wet mead to me here,;+--+--+--+--;+--+--+--+;Travelling a|cross the wet |mead to me |here,;tetrameter;dactylic;10;The Voice(1914);Thomas Hardy;
You being ever dissolved to wan wistlessness,;+--+--+--+--;+--+--+--+--;You being |ever dis|solved to wan |wistlessness,;tetrameter;dactylic;11;The Voice(1914);Thomas Hardy;
Heard no more again far or near?;+--+--+--+--;+-+--+-+;Heard no |more again |far or |near?;tetrameter;dactylic;12;The Voice(1914);Thomas Hardy;
"Thus I; faltering forward,";+-+-+-;+++--+-;"Thus I; |faltering |forward,";trimeter;trochaic;13;The Voice(1914);Thomas Hardy;
Leaves around me falling,;+-+-+-;+-+-+-;Leaves a|round me |falling,;trimeter;trochaic;14;The Voice(1914);Thomas Hardy;
Wind oozing thin through the thorn from norward,;+-+-+-+-;+--+--+-+-;Wind oozing |thin through the |thorn from |norward,;tetrameter;trochaic;15;The Voice(1914);Thomas Hardy;
And the woman calling.;+-+-+-;+-+-+-;And the |woman |calling.;trimeter;trochaic;16;The Voice(1914);Thomas Hardy;
I caught this morning morning's minion, king-                     ;-+-+-+-+-+;-+-+-+-+-+;I caught |this mor|ning mor|ning's min|ion, king-                     ;pentameter;iambic;1;The Windhover(1877);Gerard Manley Hopkins;
dom of daylight's dauphin, dap ple dawn-drawn Falcon, in his rid                     ing;-+-+-+-+-+;--+-+---+-+---+-;dom of day|light's dau|phin, dap ple dawn-|drawn Fal|con, in his rid                     ing;pentameter;iambic;2;The Windhover(1877);Gerard Manley Hopkins;
Of the rolling lev el un der neath him steady air,  and strid              ing;-+-+-+-+-+;--+-----+-+-+-+-;Of the rol|ling lev el un der neath |him stead|y air, | and strid              ing;pentameter;iambic;3;The Windhover(1877);Gerard Manley Hopkins;
High there, how he rung u pon the rein of a wimpling wing         ;-+-+-+-+-+;+---+---+--+-+;High there, |how he rung |u pon the rein |of a wim|pling wing         ;pentameter;iambic;4;The Windhover(1877);Gerard Manley Hopkins;
